Daily Time,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Male,Country,Timestamp,Clicked on Ad
80.51,48,70053.27,201.15,Function-based context-sensitive secured line,Burgessside,1,Turkey,25-05-2016 19:45,1
75.55,33,77988.71,120.75,Quality-focused zero tolerance matrices,Silvaton,0,Burundi,12-05-2016 21:32,0
55.6,35,25603.93,236.87,Programmable asymmetric data-warehouse,Wrightburgh,0,Papua New Guinea,18-07-2016 01:36,0
51.3,43,55642.32,121.28,Triple-buffered demand-driven alliance,East Breannafurt,1,Turkey,30-03-2016 23:40,1
56.39,46,54286.1,193.29,Automated multi-state toolset,Lake Evantown,0,Belgium,17-06-2016 20:18,0
66.08,29,69718.19,200.71,Digitized content-based circuit,East Carlos,0,Greece,13-07-2016 07:41,0
49.21,53,74535.94,140.46,Configurable tertiary budgetary management,East John,1,Bolivia,29-06-2016 13:35,1
75.55,36,38067.08,140.46,Versatile transitional monitoring,North Randy,0,Venezuela,13-06-2016 18:50,0
42.04,37,39031.89,218.61,Streamlined homogeneous analyzer,Wademouth,1,Netherlands,16-06-2016 02:01,1
37,30,57877.15,244.91,Front-line dynamic model,South Adamhaven,1,Bolivia,08-05-2016 10:25,0
44.4,32,55424.24,178.92,Business-focused transitional solution,Lisafort,1,Sao Tome and Principe,31-03-2016 20:55,0
78.84,35,56113.37,236.87,Profound zero administration instruction set,Wrightburgh,0,Ukraine,18-07-2016 01:36,0
42.04,49,45632.51,168.34,Streamlined homogeneous analyzer,West Brandonton,0,Netherlands,04-04-2016 20:01,1
61.84,45,60641.09,174.88,Secured 24hour policy,North Daniel,0,Micronesia,15-04-2016 15:07,1
40.47,35,25603.93,219.91,Robust uniform framework,Hatfieldshire,0,Spain,22-02-2016 07:04,0
40.47,35,54429.17,236.87,Optional multi-state hardware,Williamsport,0,Saint Vincent and the Grenadines,26-01-2016 02:47,1
74.15,28,71222.4,217.37,Re-engineered non-volatile neural-net,Reyesfurt,0,Czech Republic,14-01-2016 14:00,0
51.24,32,70505.06,172.83,Up-sized 6thgeneration moratorium,Lake Matthewland,0,Serbia,07-05-2016 17:11,1
43.49,19,34191.23,113.53,Up-sized bi-directional infrastructure,New Thomas,1,Namibia,11-03-2016 00:05,0
42.39,41,57846.68,234.26,Synergistic reciprocal attitude,East Maureen,1,Palau,31-05-2016 23:42,1
82.07,38,57868.44,230.93,Vision-oriented attitude-oriented Internet solution,New Travistown,0,Uganda,15-01-2016 22:49,1
56.39,46,66504.16,221.98,Proactive actuating Graphical User Interface,Richardsonshire,1,Switzerland,06-04-2016 14:16,1
56.01,52,73049.3,209.72,Versatile local forecast,East Samanthashire,1,Finland,16-06-2016 02:01,1
61.22,38,72272.9,224.23,Centralized content-based focus group,Chrismouth,1,Western Sahara,10-06-2016 03:56,0
61.22,31,59886.58,183.85,Intuitive radical forecast,Boyerberg,1,Hong Kong,16-02-2016 09:11,0
39.96,45,59886.58,174.88,Digitized contextually-based product,South Adam,0,Norway,10-05-2016 17:13,0
55.6,35,73884.48,236.87,Optional multi-state hardware,Wrightburgh,0,Myanmar,01-04-2016 09:21,0
55.6,35,66541.05,221.18,Total cohesive moratorium,Lake Nicole,1,Myanmar,02-07-2016 20:23,0
88.12,49,64564.07,187.76,Reactive composite project,Jacksonstad,1,Turkey,01-01-2016 15:14,1
55.6,24,61601.05,182.2,Focused upward-trending core,West James,0,Lebanon,11-06-2016 06:47,0
54.43,39,38067.08,176.98,Proactive context-sensitive project,Port Beth,0,Peru,20-01-2016 00:26,1
82.07,22,31215.88,121.07,Profit-focused secondary portal,Sarahland,0,Cuba,26-06-2016 07:01,0
74.63,27,14548.06,214.42,Configurable tertiary capability,North Randy,0,Saint Vincent and the Grenadines,26-02-2016 19:48,1
40.47,35,54429.17,236.87,Robust uniform framework,Wrightburgh,0,Myanmar,03-07-2016 09:22,0
55.6,24,52252.91,182.2,Up-sized 6thgeneration moratorium,West James,0,Algeria,03-03-2016 22:31,0
82.07,41,57846.68,126.39,Robust uniform framework,West Lisa,0,Qatar,17-07-2016 14:26,1
44.72,26,52563.22,176.98,Devolved zero administration intranet,Sarahland,0,United States of America,21-06-2016 13:15,0
55.6,54,48867.36,182.2,Virtual scalable secured line,West James,0,Myanmar,31-03-2016 20:55,0
41.73,42,63497.62,129.8,Up-sized tertiary contingency,West Amanda,1,Czech Republic,15-05-2016 03:10,1
72.19,51,39616,130.41,Horizontal multi-state interface,Brendachester,0,Turkmenistan,31-01-2016 05:12,0
74.06,31,56180.93,207.17,De-engineered tertiary secured line,Port Calvintown,0,Croatia,26-02-2016 22:46,0
80.3,37,53058.91,139.32,Future-proofed fresh-thinking conglomeration,Lake James,0,Gabon,19-02-2016 20:49,0
79.52,43,60997.84,121.28,Devolved zero administration intranet,Port Katelynview,0,Bangladesh,09-04-2016 09:26,1
82.07,51,57868.44,130.41,Right-sized mobile initiative,Lake Jennifer,0,Lao People's Democratic Republic,06-04-2016 11:24,1
47.64,29,69718.19,200.71,Programmable uniform website,East Carlos,0,Belgium,19-06-2016 22:08,0
36.87,31,59886.58,206.98,Reactive upward-trending migration,Harmonhaven,0,Rwanda,26-02-2016 22:46,1
41.73,42,58151.87,217.37,Horizontal heuristic support,Port Julie,1,Czech Republic,22-03-2016 06:41,1
82.07,22,31215.88,136.21,Function-based context-sensitive secured line,Combsstad,0,Austria,26-05-2016 13:28,0
57.24,51,57868.44,198.45,Focused coherent success,Yangside,1,Malta,03-04-2016 21:13,1
75.55,32,70505.06,172.83,Focused upward-trending core,Lisafort,0,Bahamas,28-04-2016 22:54,0
79.6,28,67669.06,217.37,Inverse local hub,Reyesfurt,0,Ghana,26-02-2016 01:18,0
80.51,22,63363.04,136.21,Customizable modular Internet solution,Combsstad,0,Russian Federation,03-07-2016 04:11,0
81.58,25,50671.6,241.03,Up-sized maximized model,New Tina,1,Hong Kong,08-07-2016 17:14,0
46.61,45,74903.41,174.88,Assimilated multi-state paradigm,Wintersfort,0,Taiwan,02-05-2016 18:37,1
81.98,34,59785.94,160.03,Cloned explicit middleware,Kingshire,1,Equatorial Guinea,11-03-2016 00:05,0
59.59,43,73538.09,167.86,Optimized upward-trending productivity,Port Jeffrey,1,Turkey,28-02-2016 06:41,1
40.04,38,71455.62,218.97,Virtual bandwidth-monitored initiative,South Daniellefort,0,Madagascar,19-07-2016 12:05,1
84.59,39,42993.48,221.18,Secured secondary superstructure,Wrightburgh,0,Myanmar,07-04-2016 15:18,0
40.04,23,34309.24,172.81,Team-oriented executive core,Patriciahaven,0,Czech Republic,08-02-2016 07:33,0
57.99,49,45632.51,113.8,Streamlined homogeneous analyzer,West Brandonton,0,Netherlands,04-04-2016 20:01,1
89.34,29,49850.52,158.56,Inverse discrete extranet,Garciaside,0,Chile,22-04-2016 22:01,0
73.89,28,56180.93,204.79,Business-focused real-time toolset,North Johnside,0,Croatia,01-05-2016 23:21,0
83.97,25,50671.6,141.89,Enhanced homogeneous moderator,North Andrewstad,1,Bosnia and Herzegovina,31-05-2016 23:42,1
81.22,32,55424.24,172.83,Horizontal client-server database,Lisafort,1,Bahamas,28-04-2016 22:54,0
53.92,52,73049.3,234.26,Polarized clear-thinking budgetary management,North Katie,1,Bosnia and Herzegovina,16-04-2016 14:15,1
38.37,32,55424.24,172.83,Focused upward-trending core,Lisafort,0,Cuba,28-04-2016 22:54,0
59.22,30,74535.94,244.91,De-engineered attitude-oriented projection,Russellville,0,Qatar,18-03-2016 13:00,0
55.6,24,52252.91,182.2,Configurable disintermediate throughput,Olsonstad,0,Kazakhstan,21-02-2016 05:23,0
40.04,48,65956.71,212.38,Progressive non-volatile neural-net,Burgessside,0,Tokelau,21-04-2016 09:30,1
56.64,32,69481.85,233.04,Profound maximized workforce,Lake Matthewland,0,Fiji,10-05-2016 17:13,1
55.6,39,19991.72,236.87,Face-to-face even-keeled website,Port Cassie,0,Venezuela,21-06-2016 03:14,0
45.48,30,57877.15,219.94,Synchronized systemic hierarchy,Kristinfurt,0,Qatar,05-01-2016 20:58,0
89.05,44,73538.09,214.38,Optimized upward-trending productivity,Yangside,1,Northern Mariana Islands,12-02-2016 10:39,1
55.46,27,64045.93,216.49,Ergonomic 24/7 solution,Kimberlytown,0,Spain,17-02-2016 18:50,0
37.87,43,39616,121.28,Reverse-engineered maximized focus group,Port Katelynview,0,Bangladesh,17-04-2016 21:39,1
44.33,36,59240.24,140.46,Up-sized incremental encryption,Lake Stephenborough,0,Qatar,17-01-2016 18:45,0
83.97,41,57846.68,187.76,Synergistic reciprocal attitude,Michaelmouth,1,Micronesia,31-05-2016 23:42,1
63.36,50,55015.08,123.13,Function-based context-sensitive secured line,Lake Susan,0,Saint Vincent and the Grenadines,24-06-2016 21:09,1
36.37,26,46033.73,198.45,Synergized coherent interface,Shelbyport,1,Andorra,28-02-2016 23:54,0
55.6,24,52252.91,182.2,Monitored content-based implementation,West James,0,Algeria,28-04-2016 22:54,0
59.59,43,73538.09,187.76,Optimized upward-trending productivity,Wintersfort,1,Turkey,28-02-2016 06:41,0
55.6,35,73889.99,236.87,Optional multi-state hardware,Wrightburgh,0,Myanmar,18-07-2016 01:36,0
45.08,39,53336.76,222.25,Intuitive exuding service-desk,Mullenside,0,Senegal,26-02-2016 19:48,0
88.12,38,57868.44,230.93,Profit-focused dedicated utilization,Bowenview,0,Western Sahara,15-01-2016 19:40,1
51.56,27,63296.87,231.42,Fully-configurable foreground solution,Brianabury,1,Zimbabwe,17-06-2016 20:18,0
81.75,27,58966.22,132.55,Open-source coherent monitoring,West Shannon,0,Congo,03-07-2016 04:11,0
42.04,39,61172.07,178.51,Cross-group non-volatile secured line,New Brandy,0,Guadeloupe,10-06-2016 00:35,0
74.27,40,65882.81,221.98,Synergized coherent interface,Bakerhaven,1,Christmas Island,30-05-2016 20:08,1
56.16,40,53441.69,228.81,Total 5thgeneration standardization,Brianland,0,Guinea,21-07-2016 10:54,1
78.84,32,69481.85,178.92,Business-focused transitional solution,Lisafort,1,Chile,31-03-2016 20:55,0
82.07,48,43974.49,157.04,Fully-configurable neutral open system,Michelleside,0,Bangladesh,17-07-2016 01:13,1
41.16,30,30726.26,138.71,De-engineered attitude-oriented projection,Kristinfurt,0,Gibraltar,05-07-2016 15:14,0
60.39,36,76003.47,140.46,Managed grid-enabled standardization,West Gregburgh,0,El Salvador,06-07-2016 05:34,0
46.31,31,61840.26,207.17,Optional full-range projection,New Michael,1,Singapore,21-06-2016 14:32,0
79.54,32,55424.24,219.94,Focused upward-trending core,Hernandezside,0,Bahamas,23-03-2016 12:53,1
66.08,33,39616,115.91,Compatible composite project,Johnsontown,0,Indonesia,27-02-2016 20:20,0
55.6,30,58677.69,140.15,Multi-lateral multi-state encryption,Williamsport,0,Algeria,12-05-2016 20:57,1
82.07,35,57846.68,126.39,Progressive analyzing attitude,Lindaside,0,Bulgaria,05-06-2016 07:54,1
44.4,32,69481.85,221.21,Realigned reciprocal framework,North Daniel,1,Saudi Arabia,24-03-2016 06:36,1
54.08,36,59240.24,140.46,Progressive clear-thinking open architecture,Garciatown,0,Greenland,26-02-2016 19:48,0
76.58,33,42362.49,191.82,Managed client-server access,New Thomas,1,Afghanistan,14-02-2016 10:06,0
38.37,32,70505.06,219.94,Up-sized 6thgeneration moratorium,Hernandezside,0,Serbia,09-06-2016 21:43,1
40.47,33,73941.91,230.95,Expanded radical software,East Carlos,0,Burundi,10-06-2016 11:31,0
59.22,52,33951.63,186.37,Horizontal client-server database,Penatown,1,Afghanistan,04-04-2016 08:19,0
79.54,25,50506.44,241.03,Digitized content-based circuit,Paulshire,0,Austria,08-07-2016 17:14,0
41.73,28,55121.65,216.24,Front-line multi-state hub,Garnerberg,0,Gabon,21-06-2016 14:32,0
38.37,36,50628.31,141.52,Balanced heuristic approach,Youngfort,1,Belize,12-03-2016 07:18,1
74.15,29,69646.35,200.71,Programmable uniform website,Williamsside,0,Burundi,19-06-2016 22:08,0
65.77,34,59785.94,160.03,Cloned explicit middleware,Hawkinsbury,0,Turkmenistan,11-03-2016 00:05,0
56.34,40,66873.9,132.63,Synergized coherent interface,Lake Patrick,1,Sweden,17-03-2016 05:00,0
82.07,22,63363.04,121.07,Customizable modular Internet solution,Combsstad,0,Bulgaria,29-01-2016 07:14,0
40.01,38,57868.44,122.04,Vision-oriented attitude-oriented Internet solution,Palmerside,0,Lao People's Democratic Republic,06-04-2016 11:24,1
42.04,49,45632.51,113.8,Streamlined homogeneous analyzer,West Brandonton,0,Netherlands,13-07-2016 07:41,1
59.59,43,73538.09,157.04,Polarized tangible collaboration,Port Jeffrey,0,Bangladesh,17-07-2016 01:13,1
47.64,19,33951.63,229.12,Virtual 5thgeneration neural-net,East Samanthashire,1,Cuba,19-07-2016 08:32,1
73.1,26,53336.76,131.68,Up-sized bi-directional infrastructure,Shelbyport,0,Cambodia,15-05-2016 13:18,0
40.04,23,53058.91,217.37,Streamlined homogeneous analyzer,East Tiffanyport,0,Zambia,27-01-2016 12:38,0
68.18,28,71222.4,230.52,Intuitive exuding service-desk,Westshire,0,Liberia,05-01-2016 11:53,0
73.49,26,53336.76,131.68,Synergized coherent interface,Shelbyport,1,Italy,01-01-2016 15:14,0
44.4,36,32549.95,115.26,Ameliorated actuating workforce,East Maureen,1,French Polynesia,08-07-2016 03:47,0
86.06,30,57877.15,244.91,Business-focused transitional solution,Reyesfurt,1,Bolivia,08-05-2016 10:25,0
88.12,38,64564.07,231.37,Customizable homogeneous contingency,Stewartbury,1,Western Sahara,23-01-2016 18:59,1
46.89,40,57667.99,223.16,Front-line dynamic model,Whiteport,1,Bolivia,17-01-2016 18:45,0
80.47,38,64564.07,206.98,Face-to-face mission-critical definition,Stewartbury,1,Western Sahara,06-04-2016 11:24,1
41.73,42,57868.44,174.88,Multi-lateral attitude-oriented adapter,Stewartbury,1,Hong Kong,19-07-2016 12:05,1
74.06,23,59243.46,211.38,Future-proofed coherent budgetary management,Hubbardmouth,1,Chad,13-05-2016 11:57,1
56.34,40,62669.59,191.82,Synergized coherent interface,Costaburgh,1,Somalia,17-01-2016 18:45,1
78.84,35,73889.99,221.18,Proactive bandwidth-monitored policy,Chrismouth,1,Myanmar,02-07-2016 20:23,0
56.39,46,54286.1,193.29,Automated multi-state toolset,Lake Evantown,0,Bouvet Island (Bouvetoya),28-02-2016 23:10,0
74.54,34,59785.94,203.44,Function-based incremental standardization,New Tinamouth,0,Hungary,27-04-2016 04:28,1
47.48,37,67132.46,181.02,Function-based stable alliance,Johnstad,0,Burundi,21-05-2016 01:36,0
51.24,26,56694.12,190.17,Configurable dynamic secured line,Lake Jacqueline,0,Senegal,15-05-2016 13:18,0
82.07,38,64564.07,230.91,Universal 24/7 implementation,Millerview,1,Western Sahara,14-03-2016 14:13,0
54.88,40,48867.36,167.22,Focused upward-trending core,East Carlos,0,Burundi,31-03-2016 20:55,0
49.21,25,63879.72,140.46,Face-to-face analyzing encryption,Sharpberg,0,Venezuela,08-01-2016 08:08,0
82.38,25,50671.6,241.03,Synergized intangible open system,Nelsonfurt,1,Georgia,11-03-2016 06:49,0
80.3,49,39031.89,227.72,Streamlined homogeneous analyzer,West Brandonton,0,Australia,27-01-2016 12:38,1
78.51,40,38067.08,117.3,Inverse zero-defect capability,West Justin,0,Uganda,22-04-2016 20:32,1
49.21,52,33951.63,117.75,Self-enabling local strategy,Youngfort,0,Belgium,04-04-2016 08:19,1
55.6,35,42993.48,132.63,Secured secondary superstructure,Jacquelineshire,1,Hong Kong,02-07-2016 20:23,0
83.97,45,50671.6,138.71,Enhanced homogeneous moderator,Wintersfort,1,Micronesia,23-01-2016 18:59,1
65.77,23,50723.67,158.35,Team-oriented executive core,Hubbardmouth,0,China,19-05-2016 14:30,1
37,32,55424.24,172.83,Horizontal client-server database,Lisafort,1,Guadeloupe,09-01-2016 03:45,0
55.6,39,67669.06,124.44,Intuitive exuding service-desk,Jacquelineshire,0,Cameroon,07-04-2016 15:18,0
47.64,29,69646.35,200.71,Digitized content-based circuit,East Carlos,0,Burundi,16-01-2016 16:40,0
83.71,38,57868.44,206.98,Pre-emptive content-based frame,Stewartbury,1,Western Sahara,22-04-2016 02:07,1
40.04,23,54725.87,211.38,Multi-layered tangible portal,West Robertside,1,Croatia,16-02-2016 09:11,0
33.33,45,59610.81,158.42,Enhanced homogeneous moderator,Wintersfort,1,Norway,05-03-2016 12:03,1
79.52,44,50723.67,226.69,Future-proofed fresh-thinking conglomeration,Isaacborough,0,Bulgaria,20-02-2016 00:06,1
55.6,35,73889.99,236.87,Robust uniform framework,Wrightburgh,0,Myanmar,11-06-2016 06:47,0
43.63,36,32549.95,109.07,Self-enabling optimal initiative,Youngfort,1,Gambia,30-05-2016 20:08,1
49.21,29,69718.19,202.61,Mandatory coherent groupware,Christinetown,1,Cameroon,16-01-2016 16:40,0
32.91,37,75180.2,140.15,Profound dynamic attitude,Lake James,0,Uganda,19-02-2016 20:49,1
56.16,41,42696.67,140.15,Ergonomic methodical encoding,Alexanderfurt,1,French Polynesia,05-01-2016 07:52,1
65.65,30,33293.78,172.83,Total 5thgeneration standardization,Kristinfurt,0,Qatar,29-06-2016 10:50,0
47.64,29,57545.56,216.49,Mandatory coherent groupware,East Carlos,0,Burundi,03-05-2016 16:02,0
56.39,29,69646.35,200.71,Front-line bandwidth-monitored capacity,Mosleyburgh,0,Senegal,12-06-2016 21:21,0
40.47,35,25603.93,236.87,Optional multi-state hardware,West Aprilport,0,Ukraine,07-04-2016 15:18,0
69.17,45,31092.93,174.88,Secured 24hour policy,Isaacborough,0,Micronesia,10-05-2016 17:13,1
40.04,28,55121.65,172.81,Team-oriented executive core,Hubbardmouth,0,Gabon,20-03-2016 07:12,0
78.64,31,56180.93,207.17,Realigned tangible collaboration,New Michael,0,Mexico,12-05-2016 04:35,0
37,30,57877.15,113.69,Fully-configurable foreground solution,Wademouth,1,French Polynesia,30-05-2016 20:08,0
55.6,24,52252.91,178.92,Business-focused transitional solution,Lisafort,1,Algeria,18-03-2016 13:22,0
70.39,29,72203.96,216.49,Sharable reciprocal project,East Anthony,1,Senegal,03-05-2016 16:02,0
60.53,22,63363.04,121.07,Customizable modular Internet solution,Combsstad,0,Austria,03-07-2016 04:11,0
54.88,22,67058.72,121.07,Focused multi-state workforce,North Angelatown,0,Cuba,03-07-2016 04:11,0
80.3,49,40763.13,218.61,Streamlined homogeneous analyzer,West Brandonton,0,Netherlands,05-02-2016 16:50,1
75.42,36,61610.05,144.27,Upgradable optimizing toolset,Youngfort,1,Guinea,17-06-2016 20:18,1
75.15,46,58966.22,229.22,Reactive demand-driven capacity,New Taylorburgh,1,Vanuatu,17-06-2016 20:18,0
75.84,45,57195.96,124.67,Secured 24hour policy,Wintersfort,0,Taiwan,05-03-2016 12:03,1
41.73,28,71222.4,180.88,Intuitive exuding service-desk,Reyesfurt,0,Gabon,30-06-2016 00:19,0
60.23,43,32635.7,198.45,Optimized upward-trending productivity,Port Jeffrey,1,Turkey,03-04-2016 21:13,1
61.22,45,59886.58,124.67,De-engineered actuating hierarchy,Greerport,0,Bouvet Island (Bouvetoya),18-05-2016 03:19,0
51.24,30,58677.69,195.56,De-engineered attitude-oriented projection,East John,0,Cameroon,29-06-2016 10:50,0
52.84,26,46033.73,228.78,Synchronized user-facing core,Garnerberg,1,Senegal,09-07-2016 11:18,0
82.79,35,25603.93,236.87,Optional multi-state hardware,North Lauraland,0,Saint Vincent and the Grenadines,18-07-2016 01:36,1
79.81,34,59785.94,160.03,Cloned explicit middleware,Kingshire,0,Turkmenistan,11-03-2016 00:05,0
84.25,29,73910.9,208.05,Sharable reciprocal project,East Anthony,1,Niger,03-05-2016 16:02,0
46.14,52,73049.3,209.72,Automated client-driven orchestration,East Samanthashire,0,Suriname,25-01-2016 07:39,1
34.66,27,59886.58,190.17,Progressive analyzing attitude,East Maureen,1,Netherlands Antilles,05-07-2016 00:54,0
41.73,49,39031.89,195.69,Advanced 24/7 productivity,West Brandonton,1,Netherlands,04-04-2016 20:01,1
41.73,31,61840.26,207.17,Managed zero tolerance concept,West Angelabury,1,Singapore,10-05-2016 07:22,0
71.14,31,56180.93,207.17,Profound executive flexibility,Laurieside,0,Serbia,21-06-2016 14:32,0
37,32,55424.24,172.83,Horizontal client-server database,Lisafort,1,Bahamas,28-04-2016 22:54,0
55.6,24,52252.91,182.2,Profound optimizing utilization,West James,0,Algeria,24-02-2016 06:18,0
49.21,27,60082.66,190.17,Quality-focused zero tolerance matrices,West Roytown,0,Austria,23-03-2016 21:06,0
48.86,25,25603.93,227.63,Optional multi-state hardware,Williamsport,0,El Salvador,04-04-2016 22:00,1
54.47,35,25603.93,236.87,Profound zero administration instruction set,Wrightburgh,0,Angola,18-07-2016 01:36,0
78.64,31,27262.51,250.2,Sharable secondary Graphical User Interface,West Aprilport,0,Hong Kong,03-01-2016 07:13,0
49.21,29,53431.35,233.04,Multi-lateral multi-state encryption,South Troy,0,Hungary,21-04-2016 16:10,1
41.73,31,59886.58,192.6,Integrated client-server definition,North Katie,1,Maldives,17-01-2016 09:31,0
69.88,34,34191.23,168.34,Cloned explicit middleware,Jamesville,0,Turkmenistan,11-03-2016 00:05,0
76.79,34,34191.23,114.53,Cloned explicit middleware,New Thomas,1,Equatorial Guinea,11-03-2016 00:05,0
55.6,24,52252.91,182.2,Synchronized systemic hierarchy,South Adamhaven,0,Algeria,31-05-2016 02:17,0
89.05,44,61428.18,140.95,Expanded radical software,Michaelmouth,1,Turkey,24-05-2016 09:50,0
69.86,33,63430.33,204.02,Diverse modular interface,South George,1,Niger,09-02-2016 05:28,0
76.27,55,64021.55,229.12,Configurable tertiary capability,Richardsonshire,0,Belgium,12-05-2016 21:32,1
36.31,31,61840.26,207.17,Integrated client-server definition,New Michael,1,Bosnia and Herzegovina,16-01-2016 17:56,0
74.06,23,55121.65,217.37,Inverse local hub,East Maureen,0,Gabon,08-02-2016 07:33,0
62.26,32,69481.85,219.94,Front-line fresh-thinking open system,Port Christina,1,Puerto Rico,09-01-2016 03:45,1
69.62,34,20592.99,203.84,Cloned explicit middleware,Kingshire,1,Namibia,11-03-2016 00:05,0
61.84,26,66291.67,131.68,Vision-oriented contextually-based extranet,East Kevinbury,1,Albania,05-07-2016 18:59,1
84.73,30,50671.6,109.07,Fully-configurable foreground solution,Youngfort,1,Bolivia,27-04-2016 04:28,1
79.81,23,58953.01,236.87,Robust logistical utilization,Hubbardmouth,0,Czech Republic,14-01-2016 14:00,1
71.84,39,54755.71,161.16,Ergonomic methodical encoding,East Connie,1,Liechtenstein,09-02-2016 07:21,1
56.39,46,66291.67,229.12,Fully-configurable foreground solution,Taylorhaven,1,Switzerland,12-01-2016 10:07,1
55.6,39,32549.95,115.26,Exclusive disintermediate task-force,Port Cassie,1,Belize,06-02-2016 23:08,1
51.24,36,29398.61,140.46,Versatile transitional monitoring,Elizabethport,0,Lao People's Democratic Republic,05-01-2016 11:53,1
86.06,35,53898.89,143.79,Total cohesive moratorium,North Regina,1,Albania,18-03-2016 13:22,0
55.6,39,53012.94,137.63,Seamless cohesive conglomeration,Lake Danielle,1,Belize,03-01-2016 16:01,1
89,44,57846.68,187.76,Robust uniform framework,Wintersfort,1,Turkey,31-05-2016 23:42,1
37,31,64698.58,207.17,Phased hybrid superstructure,Jamiefort,0,Croatia,17-01-2016 15:10,0
65.77,34,34191.23,114.53,Team-oriented transitional methodology,New Tinamouth,1,Equatorial Guinea,27-02-2016 08:52,1
38.37,54,53188.69,192.85,Focused upward-trending core,Haleview,0,Australia,01-01-2016 05:31,1
39.96,25,50506.44,202.18,Face-to-face analyzing encryption,North Derekville,0,Bulgaria,08-05-2016 22:24,0
51.24,32,66744.65,219.94,Universal bi-directional extranet,Lake Matthewland,0,Fiji,07-04-2016 01:57,1
68.88,42,60514.05,243.61,Innovative interactive portal,Lake Jennifer,1,United Kingdom,06-04-2016 11:24,1
71.84,31,61840.26,207.17,Optional full-range projection,West Angelabury,1,Croatia,08-04-2016 22:40,0
78.67,42,60514.05,236.87,Innovative interactive portal,Hubbardmouth,0,Bahrain,06-04-2016 11:24,0
72.23,30,57877.15,113.69,Managed 6thgeneration hierarchy,Reyesfurt,1,Bolivia,08-05-2016 10:25,0
66.12,37,75180.2,217.37,Cross-group non-volatile secured line,North Wesleychester,0,Australia,29-02-2016 19:26,0
49.21,30,50671.6,113.69,User-centric attitude-oriented adapter,South Lisa,1,Guinea,27-04-2016 04:28,1
54.88,29,69646.35,200.71,Programmable uniform website,East Carlos,0,Burundi,12-06-2016 21:21,0
81.75,22,64011.26,121.07,Digitized content-based circuit,Garciatown,0,Spain,03-07-2016 04:11,0
59.59,48,52736.33,157.04,Polarized tangible collaboration,Burgessside,0,Hungary,17-07-2016 01:13,1
75.55,31,51739.63,110.66,De-engineered actuating hierarchy,Thomasview,0,United Arab Emirates,26-02-2016 22:46,0
51.87,38,45632.51,124.32,Streamlined homogeneous analyzer,South Alexisborough,0,Eritrea,04-04-2016 20:01,1
55.6,35,73889.99,209.91,Total cohesive moratorium,Port Cassie,1,Mayotte,07-04-2016 15:18,1
60.53,22,59422.47,227.53,Digitized content-based circuit,Joshuamouth,0,Samoa,10-04-2016 19:48,0
55.6,25,66873.9,202.61,Business-focused transitional solution,Nelsonfurt,1,Guernsey,18-03-2016 13:00,0
80.3,49,40763.13,195.69,Devolved responsive structure,West Brandonton,1,Afghanistan,11-03-2016 00:05,1
47.48,29,53431.35,158.56,Phased zero-defect portal,West Ricardo,0,El Salvador,03-05-2016 16:02,1
71.03,28,71222.4,217.37,Intuitive exuding service-desk,Jamiefort,0,Czech Republic,29-02-2016 23:56,0
82.07,22,51920.49,121.07,Customizable modular Internet solution,Combsstad,0,Cote d'Ivoire,23-05-2016 08:06,0
61.22,32,39132.64,178.92,Business-focused transitional solution,Lisafort,1,Latvia,09-01-2016 03:45,0
55.6,24,52252.91,182.2,Proactive non-volatile encryption,Heatherberg,0,Lao People's Democratic Republic,12-01-2016 21:17,0
80.47,38,57868.44,131.55,Pre-emptive content-based frame,Stewartbury,1,Finland,22-04-2016 02:07,1
63.26,38,62792.43,190.71,Centralized content-based focus group,Chrismouth,1,Niger,08-07-2016 03:47,0
59.22,49,45632.51,168.34,Up-sized bi-directional infrastructure,Youngburgh,0,Samoa,11-03-2016 00:05,0
55.6,35,22205.74,244.91,Front-line dynamic model,South Adamhaven,1,Moldova,19-07-2016 18:06,0
83.71,26,35521.88,131.68,Fully-configurable neutral open system,Port Jodi,0,Bangladesh,03-06-2016 04:51,1
40.17,45,27241.11,110.66,Sharable reciprocal project,North Andrewstad,1,Singapore,16-06-2016 02:01,0
83.71,44,64564.07,131.72,Reactive composite project,Angelhaven,1,United States Minor Outlying Islands,14-03-2016 14:13,1
80.3,49,45632.51,113.8,Streamlined homogeneous analyzer,West Brandonton,0,Netherlands,04-04-2016 20:01,1
86.06,35,73889.99,226.54,Total cohesive moratorium,Phelpschester,1,Western Sahara,18-03-2016 13:22,1
78.7,51,74535.94,111.94,Front-line system-worthy flexibility,South Adamhaven,1,Guernsey,23-01-2016 18:59,0
81.75,29,69646.35,163,Persistent homogeneous framework,Williamsport,1,Burkina Faso,02-03-2016 04:02,0
36.08,45,59610.81,223.16,Assimilated fault-tolerant hub,Wintersfort,1,Dominica,18-05-2016 03:19,0
40.47,39,42993.48,221.18,Total cohesive moratorium,Austinland,1,Sri Lanka,18-03-2016 13:22,0
44.73,31,54324.73,131.29,Pre-emptive value-added workforce,Lake Ian,1,Hong Kong,29-06-2016 13:35,1
62.14,42,59243.46,143.13,Focused 3rdgeneration pricing structure,Stewartbury,1,Tanzania,24-06-2016 08:42,1
88.12,35,67132.46,120.63,Function-based optimizing protocol,East Carlos,0,Congo,04-03-2016 14:10,0
